,Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetime,month
5821,08/11/2004,7,"0,7",797.0,"2,1",593.0,146.0,1212.0,72.0,984.0,494.0,10.8,49.7,0.6429,2004-11-08,November
5822,08/11/2004,8,"1,7",950.0,"7,4",875.0,359.0,850.0,131.0,1179.0,828.0,10.7,50.4,0.6467,2004-11-08,November
5823,08/11/2004,9,"1,8",887.0,"5,9",809.0,322.0,899.0,133.0,1111.0,769.0,10.9,50.0,0.6531,2004-11-08,November
5824,08/11/2004,10,"1,5",850.0,"4,8",755.0,293.0,966.0,116.0,1051.0,714.0,12.1,46.5,0.653,2004-11-08,November
5825,08/11/2004,11,"1,3",836.0,"4,5",740.0,255.0,987.0,117.0,1046.0,672.0,12.4,44.1,0.6324,2004-11-08,November
5826,08/11/2004,12,"1,2",827.0,"5,1",768.0,233.0,972.0,103.0,1040.0,671.0,13.0,40.1,0.5989,2004-11-08,November
5827,08/11/2004,13,"1,3",819.0,"6,0",810.0,220.0,947.0,100.0,1027.0,631.0,13.4,36.3,0.5556,2004-11-08,November
5828,08/11/2004,14,"1,8",919.0,"10,0",978.0,246.0,820.0,105.0,1180.0,805.0,13.1,38.5,0.5776,2004-11-08,November
5829,08/11/2004,15,"1,7",897.0,"7,8",890.0,272.0,850.0,121.0,1139.0,808.0,11.5,46.4,0.6302,2004-11-08,November
5830,08/11/2004,16,"2,2",973.0,"11,2",1023.0,358.0,780.0,132.0,1226.0,964.0,13.1,40.4,0.606,2004-11-08,November
5831,08/11/2004,17,"3,2",1065.0,"17,0",1211.0,514.0,669.0,156.0,1364.0,1188.0,13.0,39.3,0.5877,2004-11-08,November
5832,08/11/2004,18,"5,9",1341.0,"31,0",1575.0,742.0,503.0,183.0,1778.0,1571.0,11.3,50.9,0.679,2004-11-08,November
5866,10/11/2004,4,"0,2",715.0,"0,5",445.0,32.0,1601.0,29.0,925.0,373.0,8.0,64.5,0.695,2004-11-10,November
5867,10/11/2004,5,"0,2",726.0,"0,5",443.0,29.0,1663.0,26.0,942.0,363.0,8.1,68.6,0.7409,2004-11-10,November
5868,10/11/2004,6,"0,3",771.0,"0,9",490.0,48.0,1419.0,39.0,990.0,411.0,6.3,84.8,0.8148,2004-11-10,November
5869,10/11/2004,7,"0,5",805.0,"1,6",555.0,113.0,1255.0,72.0,1019.0,496.0,6.7,79.8,0.7872,2004-11-10,November
5870,10/11/2004,8,"1,4",958.0,"5,8",803.0,267.0,910.0,128.0,1172.0,738.0,7.1,77.9,0.7914,2004-11-10,November
5871,10/11/2004,9,2,1021.0,"9,5",959.0,332.0,760.0,149.0,1297.0,910.0,7.9,73.5,0.7883,2004-11-10,November
5872,10/11/2004,10,"1,6",969.0,"6,7",843.0,354.0,857.0,165.0,1213.0,821.0,6.9,86.0,0.8632,2004-11-10,November
5873,10/11/2004,11,"1,3",923.0,"4,4",733.0,316.0,962.0,150.0,1124.0,740.0,6.8,87.1,0.8652,2004-11-10,November
5874,10/11/2004,12,"1,4",973.0,"6,8",850.0,395.0,868.0,165.0,1213.0,852.0,8.0,81.6,0.8755,2004-11-10,November
5875,10/11/2004,13,"1,9",996.0,"7,8",893.0,391.0,808.0,175.0,1237.0,895.0,9.5,70.0,0.8296,2004-11-10,November
5876,10/11/2004,14,"2,7",1055.0,"10,8",1007.0,457.0,736.0,145.0,1301.0,1019.0,10.5,62.2,0.7923,2004-11-10,November
5877,10/11/2004,15,"2,1",1023.0,"9,8",971.0,448.0,752.0,98.0,1283.0,993.0,11.4,59.1,0.7963,2004-11-10,November
5878,10/11/2004,16,"2,4",1039.0,"11,3",1024.0,543.0,721.0,105.0,1325.0,1043.0,11.1,58.6,0.7737,2004-11-10,November
5879,10/11/2004,17,"2,7",1051.0,"12,3",1061.0,574.0,696.0,106.0,1333.0,1111.0,10.8,57.6,0.7473,2004-11-10,November
5880,10/11/2004,18,"2,5",1050.0,"12,6",1070.0,435.0,699.0,141.0,1334.0,1087.0,10.6,56.9,0.7281,2004-11-10,November
5881,10/11/2004,19,"3,7",1156.0,"17,0",1209.0,504.0,614.0,177.0,1467.0,1250.0,10.6,59.3,0.7588,2004-11-10,November
5882,10/11/2004,20,"4,6",1277.0,"21,4",1335.0,586.0,551.0,182.0,1636.0,1331.0,10.0,71.5,0.8768,2004-11-10,November
5883,10/11/2004,21,"3,9",1172.0,"15,3",1159.0,580.0,621.0,193.0,1461.0,1243.0,10.3,71.1,0.8878,2004-11-10,November
5884,10/11/2004,22,"2,2",1048.0,"9,9",973.0,346.0,731.0,148.0,1298.0,1074.0,10.5,70.3,0.893,2004-11-10,November
5885,10/11/2004,23,"2,7",1144.0,"13,4",1096.0,531.0,643.0,167.0,1394.0,1258.0,10.2,71.3,0.8859,2004-11-10,November
5886,11/11/2004,0,"2,6",1104.0,"11,2",1023.0,477.0,677.0,158.0,1314.0,1189.0,9.7,73.1,0.8787,2004-11-11,November
5887,11/11/2004,1,"2,1",1038.0,"9,4",957.0,344.0,713.0,132.0,1271.0,1092.0,9.3,73.5,0.8651,2004-11-11,November
5888,11/11/2004,2,"1,4",960.0,"6,6",838.0,219.0,797.0,97.0,1189.0,996.0,9.2,73.9,0.8616,2004-11-11,November
5890,11/11/2004,4,"1,1",930.0,"5,4",784.0,174.0,850.0,74.0,1151.0,902.0,7.6,81.2,0.8483,2004-11-11,November
5891,11/11/2004,5,"1,1",918.0,"5,3",778.0,165.0,864.0,68.0,1136.0,859.0,7.5,81.5,0.8495,2004-11-11,November
5892,11/11/2004,6,"1,1",952.0,"6,1",814.0,250.0,804.0,89.0,1153.0,970.0,8.3,77.2,0.8464,2004-11-11,November
5893,11/11/2004,7,"1,5",1019.0,"8,1",905.0,388.0,757.0,117.0,1244.0,1062.0,8.9,75.6,0.8667,2004-11-11,November
5894,11/11/2004,8,"3,1",1287.0,"17,3",1218.0,758.0,580.0,190.0,1580.0,1304.0,9.2,81.7,0.9506,2004-11-11,November
5895,11/11/2004,9,"6,8",1578.0,"32,3",1605.0,1247.0,429.0,211.0,2032.0,1643.0,9.9,83.4,1.0194,2004-11-11,November
5896,11/11/2004,10,"5,4",1417.0,"24,1",1407.0,1110.0,490.0,190.0,1709.0,1488.0,10.2,82.3,1.0253,2004-11-11,November
5897,11/11/2004,11,"4,5",1392.0,"21,0",1325.0,1145.0,511.0,194.0,1631.0,1465.0,11.2,80.7,1.0688,2004-11-11,November
5898,11/11/2004,12,3,1147.0,"12,7",1073.0,720.0,628.0,210.0,1415.0,1198.0,11.8,76.1,1.0516,2004-11-11,November
5899,11/11/2004,13,"2,8",1150.0,"13,6",1105.0,557.0,629.0,199.0,1450.0,1160.0,12.5,71.3,1.0285,2004-11-11,November
5900,11/11/2004,14,"3,9",1252.0,"18,0",1240.0,678.0,564.0,178.0,1614.0,1277.0,13.2,68.4,1.0346,2004-11-11,November
5901,11/11/2004,15,"3,4",1186.0,"14,3",1125.0,659.0,617.0,184.0,1493.0,1171.0,12.5,73.2,1.0563,2004-11-11,November
5902,11/11/2004,16,"3,2",1172.0,"13,7",1107.0,552.0,629.0,186.0,1449.0,1106.0,12.2,75.7,1.0693,2004-11-11,November
5903,11/11/2004,17,"2,8",1109.0,"11,2",1021.0,395.0,689.0,168.0,1361.0,1036.0,11.5,78.1,1.0565,2004-11-11,November
5904,11/11/2004,18,"3,9",1201.0,"16,5",1196.0,573.0,597.0,187.0,1546.0,1196.0,11.6,76.0,1.0354,2004-11-11,November
5905,11/11/2004,19,"3,5",1189.0,"16,1",1183.0,463.0,603.0,166.0,1534.0,1170.0,12.0,73.3,1.0264,2004-11-11,November
5906,11/11/2004,20,"4,7",1282.0,"20,6",1312.0,568.0,551.0,177.0,1671.0,1312.0,12.9,68.8,1.0175,2004-11-11,November
5907,11/11/2004,21,"4,6",1207.0,"16,8",1203.0,706.0,625.0,207.0,1570.0,1251.0,13.1,69.6,1.0464,2004-11-11,November
5908,11/11/2004,22,"1,2",904.0,"4,8",754.0,193.0,930.0,114.0,1172.0,805.0,12.3,73.4,1.049,2004-11-11,November
5909,11/11/2004,23,"1,1",900.0,"4,0",711.0,151.0,975.0,84.0,1153.0,736.0,12.7,71.0,1.0387,2004-11-11,November
5910,12/11/2004,0,"1,2",932.0,"4,5",740.0,167.0,926.0,92.0,1180.0,774.0,12.9,69.9,1.0371,2004-11-12,November
5911,12/11/2004,1,"1,6",968.0,"5,4",785.0,239.0,872.0,111.0,1209.0,826.0,12.9,70.5,1.0442,2004-11-12,November
5912,12/11/2004,2,"0,7",827.0,"2,4",610.0,102.0,1092.0,71.0,1120.0,636.0,13.1,67.7,1.0198,2004-11-12,November
5914,12/11/2004,4,-200,812.0,"1,6",549.0,55.0,1213.0,43.0,1079.0,531.0,13.8,64.0,1.0042,2004-11-12,November
5915,12/11/2004,5,"0,6",811.0,"1,7",559.0,71.0,1170.0,50.0,1085.0,558.0,13.7,64.4,1.0036,2004-11-12,November
5916,12/11/2004,6,"0,5",827.0,"1,7",560.0,79.0,1169.0,53.0,1087.0,565.0,13.9,63.8,1.0079,2004-11-12,November
5917,12/11/2004,7,"0,6",849.0,"2,3",604.0,117.0,1086.0,67.0,1108.0,604.0,14.1,64.5,1.0287,2004-11-12,November
5918,12/11/2004,8,"1,4",1001.0,"5,7",798.0,266.0,855.0,113.0,1257.0,794.0,14.0,66.1,1.0488,2004-11-12,November
5919,12/11/2004,9,2,1021.0,"7,9",896.0,340.0,741.0,140.0,1314.0,907.0,14.2,66.4,1.0673,2004-11-12,November
5920,12/11/2004,10,"1,6",978.0,"6,4",831.0,257.0,807.0,116.0,1257.0,838.0,14.9,62.5,1.0529,2004-11-12,November
5921,12/11/2004,11,"1,6",996.0,"6,9",855.0,311.0,793.0,122.0,1277.0,884.0,16.3,58.4,1.0729,2004-11-12,November
5922,12/11/2004,12,"1,7",1014.0,"6,7",843.0,279.0,791.0,116.0,1297.0,866.0,16.9,56.5,1.0801,2004-11-12,November
5923,12/11/2004,13,2,1061.0,"8,7",928.0,267.0,730.0,118.0,1366.0,909.0,17.4,55.8,1.098,2004-11-12,November
5924,12/11/2004,14,"2,3",1092.0,"9,9",975.0,310.0,690.0,125.0,1418.0,990.0,17.4,57.3,1.1328,2004-11-12,November
5925,12/11/2004,15,"2,4",1129.0,"11,4",1028.0,352.0,661.0,126.0,1480.0,1050.0,17.7,55.5,1.1127,2004-11-12,November
5926,12/11/2004,16,"2,2",1077.0,"9,8",969.0,337.0,690.0,135.0,1405.0,1023.0,16.8,58.9,1.1199,2004-11-12,November
5927,12/11/2004,17,"2,6",1153.0,"12,9",1079.0,358.0,635.0,140.0,1496.0,1103.0,17.0,57.5,1.1071,2004-11-12,November
5928,12/11/2004,18,4,1234.0,"16,6",1197.0,547.0,575.0,163.0,1597.0,1239.0,16.2,60.2,1.1003,2004-11-12,November
5929,12/11/2004,19,"5,2",1319.0,"20,8",1319.0,600.0,539.0,178.0,1735.0,1384.0,16.7,58.0,1.0916,2004-11-12,November
5930,12/11/2004,20,"3,9",1251.0,"18,8",1264.0,470.0,561.0,160.0,1677.0,1289.0,16.5,58.8,1.0921,2004-11-12,November
5931,12/11/2004,21,"3,8",1165.0,"12,6",1070.0,522.0,650.0,166.0,1467.0,1180.0,15.8,61.1,1.0856,2004-11-12,November
5932,12/11/2004,22,"1,6",954.0,"5,9",807.0,208.0,833.0,115.0,1243.0,855.0,15.7,60.8,1.0769,2004-11-12,November
5933,12/11/2004,23,"1,5",971.0,"6,1",818.0,205.0,828.0,107.0,1252.0,857.0,15.9,59.6,1.0673,2004-11-12,November
5934,13/11/2004,0,"1,6",961.0,"5,0",765.0,217.0,865.0,108.0,1212.0,811.0,15.6,60.0,1.0594,2004-11-13,November
5935,13/11/2004,1,"1,5",952.0,"4,9",758.0,216.0,876.0,111.0,1203.0,794.0,15.6,60.1,1.0557,2004-11-13,November
5936,13/11/2004,2,1,875.0,"2,7",635.0,117.0,1037.0,75.0,1133.0,612.0,15.7,59.5,1.0534,2004-11-13,November
5938,13/11/2004,4,"1,3",1006.0,"5,0",765.0,174.0,848.0,88.0,1239.0,807.0,15.6,61.7,1.0847,2004-11-13,November
5939,13/11/2004,5,1,907.0,"3,7",691.0,111.0,927.0,71.0,1173.0,702.0,15.8,59.9,1.0693,2004-11-13,November
5940,13/11/2004,6,1,938.0,"3,8",702.0,147.0,904.0,75.0,1185.0,753.0,15.2,61.8,1.0602,2004-11-13,November
5941,13/11/2004,7,"0,9",925.0,"3,3",672.0,140.0,991.0,86.0,1154.0,709.0,16.1,55.4,1.0089,2004-11-13,November
5942,13/11/2004,8,"2,1",1157.0,"9,7",967.0,421.0,678.0,124.0,1365.0,1087.0,14.9,64.1,1.0773,2004-11-13,November
5943,13/11/2004,9,"2,1",1169.0,"10,7",1003.0,350.0,665.0,128.0,1409.0,1126.0,15.6,62.0,1.0904,2004-11-13,November
5944,13/11/2004,10,"3,1",1312.0,"14,7",1139.0,550.0,565.0,164.0,1568.0,1386.0,17.9,54.6,1.11,2004-11-13,November
5945,13/11/2004,11,"3,8",1347.0,"17,6",1227.0,589.0,539.0,199.0,1627.0,1476.0,21.1,44.5,1.0964,2004-11-13,November
5946,13/11/2004,12,"3,7",1321.0,"17,5",1224.0,537.0,543.0,192.0,1617.0,1424.0,20.3,46.7,1.0971,2004-11-13,November
5947,13/11/2004,13,"3,6",1267.0,"14,1",1118.0,473.0,592.0,166.0,1503.0,1310.0,21.5,42.7,1.0837,2004-11-13,November
5948,13/11/2004,14,"3,3",1234.0,"12,1",1053.0,364.0,639.0,133.0,1476.0,1114.0,21.5,43.1,1.0919,2004-11-13,November
5949,13/11/2004,15,"2,1",1101.0,"9,2",947.0,270.0,699.0,118.0,1374.0,1029.0,21.5,43.4,1.0965,2004-11-13,November
5950,13/11/2004,16,"2,3",1149.0,"10,6",998.0,368.0,664.0,133.0,1434.0,1101.0,20.8,45.5,1.1054,2004-11-13,November
5951,13/11/2004,17,"2,1",1094.0,"9,0",941.0,318.0,695.0,128.0,1371.0,1040.0,19.2,49.6,1.0893,2004-11-13,November
5952,13/11/2004,18,"1,9",1056.0,"7,5",878.0,244.0,758.0,116.0,1308.0,856.0,18.3,51.6,1.0732,2004-11-13,November
5953,13/11/2004,19,"1,9",1030.0,"8,0",899.0,234.0,767.0,118.0,1275.0,836.0,17.7,51.5,1.0357,2004-11-13,November
5954,13/11/2004,20,"2,3",1075.0,"9,1",943.0,296.0,752.0,142.0,1305.0,894.0,17.2,51.5,1.0015,2004-11-13,November
5955,13/11/2004,21,"1,7",927.0,"4,7",748.0,205.0,888.0,113.0,1157.0,696.0,15.9,54.9,0.9853,2004-11-13,November
5956,13/11/2004,22,"0,8",793.0,"1,8",570.0,95.0,1143.0,59.0,1036.0,524.0,14.0,55.2,0.8807,2004-11-13,November
5957,13/11/2004,23,"0,8",796.0,"2,1",589.0,93.0,1136.0,52.0,1026.0,506.0,13.3,53.0,0.8044,2004-11-13,November
5958,14/11/2004,0,"0,8",780.0,"1,8",568.0,100.0,1190.0,57.0,997.0,453.0,11.9,55.5,0.7711,2004-11-14,November
5959,14/11/2004,1,"0,8",774.0,"1,8",569.0,100.0,1222.0,58.0,984.0,434.0,11.4,54.6,0.7363,2004-11-14,November
5960,14/11/2004,2,"0,6",718.0,"1,0",500.0,63.0,1401.0,44.0,914.0,373.0,10.4,53.7,0.6749,2004-11-14,November
5962,14/11/2004,4,"0,3",689.0,"0,7",470.0,36.0,1643.0,26.0,863.0,305.0,9.8,51.3,0.6225,2004-11-14,November
5963,14/11/2004,5,"0,3",678.0,"0,4",427.0,24.0,1771.0,20.0,853.0,286.0,9.5,52.2,0.6198,2004-11-14,November
5964,14/11/2004,6,"0,2",655.0,"0,2",402.0,20.0,2077.0,17.0,814.0,268.0,10.0,45.7,0.5598,2004-11-14,November
5965,14/11/2004,7,"0,2",649.0,"0,2",397.0,25.0,2062.0,21.0,798.0,261.0,10.2,41.9,0.5209,2004-11-14,November
5966,14/11/2004,8,"0,3",647.0,"0,3",412.0,39.0,1964.0,29.0,779.0,274.0,10.6,36.1,0.4624,2004-11-14,November
5967,14/11/2004,9,"0,3",667.0,"0,4",429.0,57.0,1793.0,39.0,790.0,291.0,10.7,36.0,0.4623,2004-11-14,November
5968,14/11/2004,10,"0,4",669.0,"0,5",444.0,59.0,1664.0,41.0,791.0,304.0,10.8,35.4,0.4583,2004-11-14,November
5969,14/11/2004,11,"0,4",667.0,"0,6",455.0,65.0,1716.0,44.0,786.0,301.0,11.4,32.9,0.4435,2004-11-14,November
5970,14/11/2004,12,"0,6",705.0,"1,1",508.0,93.0,1494.0,54.0,820.0,329.0,12.4,32.0,0.4583,2004-11-14,November
5971,14/11/2004,13,"0,6",710.0,"1,2",523.0,112.0,1479.0,62.0,827.0,350.0,12.4,31.3,0.45,2004-11-14,November
5972,14/11/2004,14,"0,6",713.0,"1,4",539.0,110.0,1593.0,62.0,829.0,380.0,12.2,31.8,0.4514,2004-11-14,November
5973,14/11/2004,15,"0,5",703.0,"1,1",512.0,81.0,2121.0,48.0,837.0,356.0,10.5,37.9,0.4821,2004-11-14,November
5974,14/11/2004,16,"0,6",738.0,"1,3",529.0,100.0,1991.0,59.0,876.0,383.0,9.6,44.2,0.5289,2004-11-14,November
5975,14/11/2004,17,"0,7",795.0,"1,8",569.0,109.0,1773.0,63.0,959.0,429.0,8.2,57.9,0.6293,2004-11-14,November
5976,14/11/2004,18,"1,4",861.0,"4,7",750.0,148.0,1481.0,78.0,1051.0,556.0,7.3,63.5,0.6519,2004-11-14,November
5977,14/11/2004,19,"1,2",836.0,"3,0",653.0,207.0,1798.0,99.0,978.0,537.0,8.4,55.7,0.6155,2004-11-14,November
5978,14/11/2004,20,"1,1",812.0,"3,0",652.0,210.0,1586.0,106.0,964.0,554.0,9.1,49.6,0.5765,2004-11-14,November
5979,14/11/2004,21,1,771.0,"2,8",642.0,180.0,1678.0,97.0,915.0,518.0,10.0,41.4,0.5102,2004-11-14,November
5980,14/11/2004,22,"0,6",711.0,"1,6",556.0,109.0,1938.0,67.0,840.0,416.0,10.4,36.2,0.4561,2004-11-14,November
5981,14/11/2004,23,"0,8",741.0,"2,3",607.0,128.0,1312.0,73.0,865.0,433.0,11.3,32.3,0.4329,2004-11-14,November
5982,15/11/2004,0,"0,6",696.0,"1,3",532.0,96.0,1416.0,62.0,814.0,393.0,10.9,33.5,0.4378,2004-11-15,November
5983,15/11/2004,1,"0,5",692.0,"1,1",507.0,65.0,1483.0,44.0,811.0,353.0,10.6,34.9,0.4455,2004-11-15,November
5984,15/11/2004,2,"0,3",679.0,"0,6",449.0,42.0,1666.0,31.0,800.0,314.0,10.7,36.1,0.4639,2004-11-15,November
5986,15/11/2004,4,-200,681.0,"0,4",428.0,24.0,1768.0,21.0,817.0,297.0,10.7,39.2,0.5045,2004-11-15,November
5987,15/11/2004,5,"0,3",683.0,"0,4",426.0,28.0,1775.0,22.0,805.0,302.0,10.4,38.6,0.4862,2004-11-15,November
5988,15/11/2004,6,"0,4",704.0,"0,8",478.0,55.0,1498.0,41.0,821.0,348.0,10.4,37.4,0.4717,2004-11-15,November
5989,15/11/2004,7,"0,7",767.0,"2,0",588.0,181.0,1292.0,94.0,885.0,508.0,10.5,37.0,0.4707,2004-11-15,November
5990,15/11/2004,8,2,964.0,"8,7",928.0,480.0,871.0,167.0,1130.0,936.0,10.7,37.9,0.487,2004-11-15,November
5991,15/11/2004,9,"2,4",925.0,"8,6",923.0,442.0,841.0,162.0,1115.0,944.0,11.1,38.1,0.5023,2004-11-15,November
5992,15/11/2004,10,"1,8",883.0,"6,8",849.0,361.0,910.0,141.0,1053.0,843.0,12.6,36.6,0.5314,2004-11-15,November
5993,15/11/2004,11,"1,6",894.0,"6,2",820.0,288.0,932.0,127.0,1072.0,820.0,13.8,36.2,0.569,2004-11-15,November
5994,15/11/2004,12,"1,7",881.0,"6,4",831.0,330.0,911.0,116.0,1074.0,793.0,13.4,37.1,0.5683,2004-11-15,November
5995,15/11/2004,13,"1,8",867.0,"6,7",842.0,300.0,909.0,104.0,1077.0,737.0,13.5,34.9,0.5393,2004-11-15,November
5996,15/11/2004,14,"1,7",856.0,"6,2",821.0,239.0,937.0,111.0,1043.0,718.0,13.7,32.2,0.5032,2004-11-15,November
5997,15/11/2004,15,"1,7",862.0,"6,7",843.0,265.0,930.0,114.0,1032.0,743.0,13.6,32.1,0.4977,2004-11-15,November
5998,15/11/2004,16,"1,7",891.0,"7,8",891.0,287.0,874.0,121.0,1077.0,848.0,13.5,31.8,0.4876,2004-11-15,November
5999,15/11/2004,17,"2,6",931.0,"11,5",1032.0,403.0,795.0,164.0,1098.0,991.0,13.5,27.9,0.4287,2004-11-15,November
6000,15/11/2004,18,4,1025.0,"16,7",1202.0,515.0,691.0,194.0,1263.0,1191.0,12.7,28.9,0.4233,2004-11-15,November
6001,15/11/2004,19,"3,8",1029.0,"16,6",1198.0,446.0,694.0,175.0,1305.0,1169.0,12.6,30.2,0.4384,2004-11-15,November
6002,15/11/2004,20,4,1038.0,"16,3",1190.0,501.0,685.0,180.0,1291.0,1167.0,12.3,32.0,0.4553,2004-11-15,November
6003,15/11/2004,21,"2,4",904.0,"8,6",924.0,355.0,846.0,147.0,1083.0,966.0,12.0,34.3,0.4787,2004-11-15,November
6004,15/11/2004,22,"1,4",844.0,"5,4",782.0,217.0,969.0,112.0,1003.0,796.0,11.6,37.3,0.5095,2004-11-15,November
6005,15/11/2004,23,"1,3",839.0,"4,0",711.0,180.0,1029.0,94.0,990.0,712.0,11.3,40.3,0.5406,2004-11-15,November
6006,16/11/2004,0,"1,3",844.0,"3,9",705.0,167.0,1035.0,91.0,986.0,701.0,11.3,41.8,0.561,2004-11-16,November
6007,16/11/2004,1,1,800.0,"2,8",641.0,126.0,1113.0,76.0,957.0,591.0,11.2,42.0,0.5582,2004-11-16,November
6008,16/11/2004,2,"0,8",786.0,"2,2",596.0,113.0,1178.0,73.0,937.0,609.0,11.0,42.6,0.5595,2004-11-16,November
6010,16/11/2004,4,"0,4",732.0,"0,7",472.0,37.0,1461.0,32.0,866.0,391.0,11.1,40.8,0.5395,2004-11-16,November
6011,16/11/2004,5,"0,5",737.0,"0,7",468.0,50.0,1481.0,40.0,869.0,395.0,10.7,41.8,0.536,2004-11-16,November
6012,16/11/2004,6,"0,5",778.0,"1,2",517.0,96.0,1330.0,63.0,890.0,510.0,10.2,43.6,0.5405,2004-11-16,November
6013,16/11/2004,7,"0,9",867.0,"3,3",669.0,271.0,1069.0,119.0,981.0,779.0,10.1,44.0,0.5434,2004-11-16,November
6014,16/11/2004,8,"3,5",1248.0,"16,6",1197.0,892.0,641.0,202.0,1405.0,1395.0,10.1,45.6,0.5632,2004-11-16,November
6015,16/11/2004,9,"5,2",1389.0,"26,3",1463.0,1071.0,518.0,222.0,1694.0,1706.0,11.3,43.9,0.5867,2004-11-16,November
6016,16/11/2004,10,"4,3",1184.0,"16,4",1193.0,839.0,626.0,212.0,1327.0,1479.0,14.5,33.8,0.5541,2004-11-16,November
6017,16/11/2004,11,"3,5",1160.0,"15,5",1165.0,713.0,655.0,219.0,1325.0,1403.0,17.5,26.4,0.5228,2004-11-16,November
6018,16/11/2004,12,"2,6",982.0,"10,7",1003.0,498.0,1037.0,189.0,1117.0,1072.0,17.2,22.4,0.4354,2004-11-16,November
6019,16/11/2004,13,"2,5",948.0,"11,1",1017.0,389.0,1065.0,147.0,1077.0,929.0,17.3,20.4,0.4011,2004-11-16,November
6020,16/11/2004,14,"2,8",1017.0,"11,7",1039.0,457.0,769.0,161.0,1149.0,1024.0,18.1,21.0,0.4321,2004-11-16,November
6021,16/11/2004,15,"2,2",985.0,"10,9",1011.0,425.0,779.0,148.0,1138.0,1010.0,17.9,22.3,0.4537,2004-11-16,November
6022,16/11/2004,16,"2,4",1017.0,"11,4",1029.0,483.0,768.0,148.0,1160.0,1046.0,17.6,23.7,0.473,2004-11-16,November
6023,16/11/2004,17,"3,5",1121.0,"16,3",1190.0,604.0,673.0,188.0,1297.0,1264.0,16.7,25.9,0.4886,2004-11-16,November
6024,16/11/2004,18,"4,2",1129.0,"18,5",1255.0,648.0,634.0,206.0,1370.0,1365.0,14.8,29.6,0.4965,2004-11-16,November
6025,16/11/2004,19,"3,1",1101.0,"14,5",1134.0,427.0,683.0,168.0,1283.0,1281.0,13.6,34.0,0.5251,2004-11-16,November
6026,16/11/2004,20,"3,2",1182.0,"15,8",1175.0,461.0,637.0,171.0,1363.0,1463.0,13.4,40.4,0.6178,2004-11-16,November
6027,16/11/2004,21,"2,8",1144.0,"13,2",1091.0,436.0,671.0,171.0,1295.0,1388.0,11.8,44.3,0.6121,2004-11-16,November
6028,16/11/2004,22,"2,2",1046.0,"7,8",890.0,300.0,791.0,142.0,1109.0,1195.0,10.7,47.5,0.6108,2004-11-16,November
6029,16/11/2004,23,"1,8",990.0,"6,1",817.0,277.0,849.0,134.0,1071.0,1111.0,10.2,49.4,0.6138,2004-11-16,November
6030,17/11/2004,0,"1,7",974.0,"5,0",764.0,196.0,910.0,107.0,1029.0,992.0,9.5,51.0,0.6045,2004-11-17,November
6031,17/11/2004,1,"1,6",953.0,"5,3",778.0,277.0,885.0,121.0,1051.0,1019.0,7.7,57.9,0.6107,2004-11-17,November
6032,17/11/2004,2,"1,1",868.0,"2,9",647.0,131.0,1054.0,85.0,962.0,828.0,8.4,54.5,0.6022,2004-11-17,November
6034,17/11/2004,4,"0,7",786.0,"1,2",522.0,97.0,1253.0,68.0,910.0,699.0,6.2,61.0,0.5824,2004-11-17,November
6035,17/11/2004,5,"0,8",834.0,"1,6",551.0,105.0,1193.0,69.0,917.0,719.0,6.8,58.6,0.5813,2004-11-17,November
6036,17/11/2004,6,"0,9",845.0,"2,0",583.0,138.0,1132.0,81.0,929.0,761.0,5.7,62.7,0.5801,2004-11-17,November
6037,17/11/2004,7,"1,2",929.0,"4,0",713.0,183.0,987.0,92.0,1002.0,830.0,5.9,62.0,0.5811,2004-11-17,November
6038,17/11/2004,8,"3,3",1234.0,"15,4",1161.0,664.0,629.0,200.0,1386.0,1318.0,6.3,61.7,0.5926,2004-11-17,November
6039,17/11/2004,9,"3,8",1270.0,"19,0",1267.0,611.0,565.0,201.0,1434.0,1482.0,7.5,58.8,0.6117,2004-11-17,November
6040,17/11/2004,10,"3,2",1241.0,"14,6",1135.0,600.0,622.0,213.0,1280.0,1474.0,11.4,45.4,0.6113,2004-11-17,November
6042,17/11/2004,12,"3,2",1248.0,"14,4",1131.0,878.0,615.0,187.0,1296.0,1592.0,13.3,42.3,0.6448,2004-11-17,November
6043,17/11/2004,13,"4,2",1317.0,"19,0",1269.0,905.0,554.0,205.0,1446.0,1679.0,14.7,38.9,0.6462,2004-11-17,November
6044,17/11/2004,14,"4,3",1308.0,"20,3",1306.0,808.0,553.0,212.0,1471.0,1670.0,16.5,32.9,0.6127,2004-11-17,November
6045,17/11/2004,15,4,1321.0,"19,5",1281.0,858.0,557.0,198.0,1442.0,1650.0,17.4,32.7,0.6422,2004-11-17,November
6046,17/11/2004,16,"4,1",1360.0,"21,0",1325.0,839.0,535.0,171.0,1513.0,1692.0,17.3,33.9,0.6627,2004-11-17,November
6047,17/11/2004,17,"7,8",1659.0,"35,9",1685.0,1290.0,423.0,272.0,1946.0,2155.0,16.0,41.5,0.7483,2004-11-17,November
6048,17/11/2004,18,"10,2",1802.0,"47,7",1924.0,748.0,356.0,192.0,2235.0,2452.0,13.7,52.8,0.8244,2004-11-17,November
