,Date,CO(GT),C6H6(GT),NO2(GT)
5019,05/10/2004,,20.3,
5020,05/10/2004,,12.8,
5021,05/10/2004,,8.7,
5022,06/10/2004,,6.8,
5023,06/10/2004,,5.3,
5024,06/10/2004,,4.6,
5025,06/10/2004,,3.2,
5026,06/10/2004,,2.8,
5027,06/10/2004,,3.6,
5028,06/10/2004,,6.2,
5029,06/10/2004,,24.2,
5030,06/10/2004,,32.0,
5031,06/10/2004,,25.8,
5032,06/10/2004,,16.2,
5033,06/10/2004,,17.7,
5034,06/10/2004,,16.5,
5035,06/10/2004,,18.3,
5036,06/10/2004,,14.6,
5037,06/10/2004,,17.1,
5038,06/10/2004,,17.2,
5039,06/10/2004,,24.6,
5040,06/10/2004,,26.9,
5041,06/10/2004,,44.0,
5042,06/10/2004,,31.0,
5043,06/10/2004,,16.8,
5044,06/10/2004,,11.0,
5045,06/10/2004,,11.4,
5046,07/10/2004,,9.9,
5047,07/10/2004,,5.0,
5048,07/10/2004,,3.7,
5049,07/10/2004,,3.1,
5050,07/10/2004,,2.9,
5051,07/10/2004,,4.4,
5052,07/10/2004,,7.4,
5053,07/10/2004,,19.4,
5054,07/10/2004,,37.1,
5055,07/10/2004,,22.2,
5056,07/10/2004,,18.5,
5057,07/10/2004,,14.0,
5058,07/10/2004,,15.5,
5059,07/10/2004,,15.7,
5060,07/10/2004,,15.7,
5061,07/10/2004,,12.7,
5062,07/10/2004,2.9,15.3,87.0
5063,07/10/2004,5.4,28.8,111.0
5064,07/10/2004,5.3,26.1,119.0
5065,07/10/2004,6.7,37.1,128.0
5066,07/10/2004,7.0,35.7,117.0
5067,07/10/2004,2.8,16.5,92.0
5068,07/10/2004,1.7,11.0,73.0
5069,07/10/2004,1.7,10.8,60.0
5070,08/10/2004,1.7,9.6,60.0
5071,08/10/2004,1.2,6.5,53.0
5072,08/10/2004,0.7,3.6,47.0
5073,08/10/2004,0.7,3.3,
5074,08/10/2004,0.8,4.4,43.0
5075,08/10/2004,0.9,5.5,47.0
5076,08/10/2004,1.7,10.8,50.0
5077,08/10/2004,5.7,31.2,81.0
5078,08/10/2004,4.3,24.8,75.0
5079,08/10/2004,3.9,24.2,87.0
5080,08/10/2004,5.1,29.5,128.0
5081,08/10/2004,3.7,21.0,105.0
5082,08/10/2004,3.3,19.6,101.0
5083,08/10/2004,3.6,21.2,100.0
5084,08/10/2004,3.2,18.0,98.0
5085,08/10/2004,3.5,20.5,98.0
5086,08/10/2004,2.4,15.6,98.0
5087,08/10/2004,2.9,19.2,90.0
5088,08/10/2004,2.3,20.0,84.0
5089,08/10/2004,3.1,21.1,101.0
5090,08/10/2004,2.9,18.6,98.0
5091,08/10/2004,1.5,12.3,76.0
5092,08/10/2004,1.5,10.3,71.0
5093,08/10/2004,1.7,9.6,71.0
5094,09/10/2004,1.6,9.9,66.0
5095,09/10/2004,1.3,8.6,62.0
5096,09/10/2004,1.4,7.3,58.0
5097,09/10/2004,0.9,5.4,
5098,09/10/2004,0.9,5.1,48.0
5099,09/10/2004,1.3,7.8,53.0
5100,09/10/2004,1.3,8.2,55.0
5101,09/10/2004,2.9,17.6,63.0
5102,09/10/2004,3.2,20.1,69.0
5103,09/10/2004,3.4,18.7,84.0
5104,09/10/2004,3.6,19.5,95.0
5105,09/10/2004,2.3,13.0,80.0
5106,09/10/2004,3.1,18.2,87.0
5107,09/10/2004,3.3,16.2,94.0
5108,09/10/2004,1.9,11.0,76.0
5109,09/10/2004,2.6,15.9,92.0
5110,09/10/2004,2.7,14.2,94.0
5111,09/10/2004,3.7,19.9,110.0
5112,09/10/2004,3.8,21.7,109.0
5113,09/10/2004,4.8,25.7,122.0
5114,09/10/2004,3.5,17.3,107.0
5115,09/10/2004,2.2,11.2,83.0
5116,09/10/2004,1.5,8.9,62.0
5117,09/10/2004,3.4,15.2,89.0
5118,10/10/2004,3.7,17.2,103.0
5119,10/10/2004,2.0,11.9,74.0
5120,10/10/2004,1.4,8.1,52.0
5121,10/10/2004,1.1,4.9,
5122,10/10/2004,,3.6,38.0
5123,10/10/2004,0.7,3.7,39.0
5124,10/10/2004,1.2,6.3,59.0
5125,10/10/2004,1.3,7.7,56.0
5126,10/10/2004,1.1,6.3,51.0
5127,10/10/2004,1.0,5.6,51.0
5128,10/10/2004,1.2,5.1,58.0
5129,10/10/2004,1.9,9.0,68.0
5130,10/10/2004,2.3,9.3,81.0
5131,10/10/2004,1.6,5.9,73.0
5132,10/10/2004,1.3,4.4,69.0
5133,10/10/2004,1.8,5.8,81.0
5134,10/10/2004,1.7,6.6,82.0
5135,10/10/2004,1.8,7.8,71.0
5136,10/10/2004,2.0,8.4,81.0
5137,10/10/2004,2.2,8.3,87.0
5138,10/10/2004,1.6,8.1,72.0
5139,10/10/2004,1.3,6.1,63.0
5140,10/10/2004,1.5,6.7,63.0
5141,10/10/2004,1.5,6.6,63.0
5142,11/10/2004,1.3,6.1,55.0
5143,11/10/2004,1.4,6.0,52.0
5144,11/10/2004,0.5,1.4,32.0
5145,11/10/2004,0.4,1.7,
5146,11/10/2004,0.4,1.9,29.0
5147,11/10/2004,0.6,3.4,44.0
5148,11/10/2004,1.1,7.2,53.0
5149,11/10/2004,2.9,19.0,62.0
5150,11/10/2004,3.5,24.5,68.0
5151,11/10/2004,4.6,25.6,85.0
5152,11/10/2004,3.4,17.1,88.0
5153,11/10/2004,2.3,12.3,82.0
5154,11/10/2004,2.7,15.2,91.0
5155,11/10/2004,3.1,18.3,87.0
5156,11/10/2004,3.2,17.2,90.0
5157,11/10/2004,2.5,14.1,97.0
5158,11/10/2004,3.4,18.3,99.0
5159,11/10/2004,4.8,25.0,109.0
5160,11/10/2004,4.5,22.2,95.0
5161,11/10/2004,4.0,21.4,80.0
5162,11/10/2004,3.2,16.2,76.0
5163,11/10/2004,1.9,10.3,62.0
5164,11/10/2004,1.9,8.9,57.0
5165,11/10/2004,1.3,6.5,57.0
5166,12/10/2004,1.1,5.1,54.0
5167,12/10/2004,1.0,4.6,50.0
5168,12/10/2004,0.5,2.1,44.0
5169,12/10/2004,0.6,2.4,
5170,12/10/2004,0.5,3.2,34.0
5171,12/10/2004,0.8,3.9,44.0
5172,12/10/2004,1.2,6.0,74.0
5173,12/10/2004,2.7,13.8,101.0
5174,12/10/2004,3.0,14.8,103.0
5175,12/10/2004,,8.4,
5176,12/10/2004,,9.0,
5177,12/10/2004,,8.3,
5178,12/10/2004,,9.5,
5179,12/10/2004,,12.1,
5180,12/10/2004,,7.4,
5181,12/10/2004,,8.0,
5182,12/10/2004,,7.9,
5183,12/10/2004,,10.9,
5184,12/10/2004,,12.1,
5185,12/10/2004,,14.7,
5186,12/10/2004,,6.0,
5187,12/10/2004,,4.3,
5188,12/10/2004,,4.1,
5189,12/10/2004,,3.1,
5190,13/10/2004,,2.2,
5191,13/10/2004,,1.5,
5192,13/10/2004,,0.9,
5193,13/10/2004,,0.5,
5194,13/10/2004,,0.6,
5195,13/10/2004,,0.7,
5196,13/10/2004,,2.2,
5197,13/10/2004,,5.8,
5198,13/10/2004,,5.9,
5199,13/10/2004,1.5,5.9,78.0
5200,13/10/2004,1.2,5.3,72.0
5201,13/10/2004,,6.9,
5202,13/10/2004,,7.7,
5203,13/10/2004,,7.3,
5204,13/10/2004,,7.2,
5205,13/10/2004,,6.0,
5206,13/10/2004,,8.3,
5207,13/10/2004,,11.2,
5208,13/10/2004,,10.1,
5209,13/10/2004,,10.6,
5210,13/10/2004,,7.2,
5211,13/10/2004,,4.4,
5212,13/10/2004,,3.8,
5213,13/10/2004,,3.8,
5214,14/10/2004,,4.0,
5215,14/10/2004,,2.2,
5216,14/10/2004,,1.1,
5217,14/10/2004,,0.8,
5218,14/10/2004,,0.8,
5219,14/10/2004,,1.2,
5220,14/10/2004,,3.2,
5221,14/10/2004,,10.2,
5222,14/10/2004,,13.6,
5223,14/10/2004,,9.9,
5224,14/10/2004,,9.1,
5225,14/10/2004,,8.0,
5226,14/10/2004,,9.7,
5227,14/10/2004,,9.7,
5228,14/10/2004,,12.0,
5229,14/10/2004,,11.3,
5230,14/10/2004,,10.4,
5231,14/10/2004,,12.4,
5232,14/10/2004,,14.6,
5233,14/10/2004,,21.0,
5234,14/10/2004,,17.9,
5235,14/10/2004,,7.3,
5236,14/10/2004,,4.8,
5237,14/10/2004,,4.8,
5238,15/10/2004,,7.7,
5239,15/10/2004,,4.3,
5240,15/10/2004,,3.0,
5241,15/10/2004,,2.1,
5242,15/10/2004,,2.3,
5243,15/10/2004,,3.5,
5244,15/10/2004,,10.0,
5245,15/10/2004,,20.5,
5246,15/10/2004,,22.2,
5247,15/10/2004,,24.1,
5248,15/10/2004,,17.4,
5249,15/10/2004,,14.2,
5250,15/10/2004,,15.0,
5251,15/10/2004,,18.3,
5252,15/10/2004,,13.0,
5253,15/10/2004,,18.1,
5254,15/10/2004,,23.1,
5255,15/10/2004,,24.9,
5256,15/10/2004,,21.7,
5257,15/10/2004,,14.1,
5258,15/10/2004,,11.9,
5259,15/10/2004,,5.1,
5260,15/10/2004,,6.8,
5261,15/10/2004,,4.8,
5262,16/10/2004,,7.2,
5263,16/10/2004,,5.4,
5264,16/10/2004,,3.0,
5265,16/10/2004,,3.7,
5266,16/10/2004,,3.6,
5267,16/10/2004,,4.7,
5268,16/10/2004,,6.9,
5269,16/10/2004,,7.7,
5270,16/10/2004,,12.2,
5271,16/10/2004,,9.6,
5272,16/10/2004,,9.6,
5273,16/10/2004,,8.3,
5274,16/10/2004,,7.0,
5275,16/10/2004,,8.2,
5276,16/10/2004,,4.5,
5277,16/10/2004,,5.5,
5278,16/10/2004,,8.7,
5279,16/10/2004,,8.7,
5280,16/10/2004,,14.0,
5281,16/10/2004,,9.5,
5282,16/10/2004,,7.9,
5283,16/10/2004,,6.2,
5284,16/10/2004,,4.0,
5285,16/10/2004,,4.4,
5286,17/10/2004,,2.6,
5287,17/10/2004,,2.7,
5288,17/10/2004,,3.8,
5289,17/10/2004,,3.6,
5290,17/10/2004,,2.2,
5291,17/10/2004,,1.7,
5292,17/10/2004,,2.1,
5293,17/10/2004,,2.3,
5294,17/10/2004,,4.8,
5295,17/10/2004,,5.6,
5296,17/10/2004,,6.8,
5297,17/10/2004,,6.2,
5298,17/10/2004,,6.8,
5299,17/10/2004,,11.1,
5300,17/10/2004,,12.2,
5301,17/10/2004,,4.7,
5302,17/10/2004,,5.1,
5303,17/10/2004,,12.7,
5304,17/10/2004,,11.6,
5305,17/10/2004,,12.7,
5306,17/10/2004,,9.7,
5307,17/10/2004,,7.8,
5308,17/10/2004,,6.8,
5309,17/10/2004,,8.1,
5310,18/10/2004,,5.4,
5311,18/10/2004,,4.4,
5312,18/10/2004,,2.4,
5313,18/10/2004,,1.6,
5314,18/10/2004,,1.8,
5315,18/10/2004,,3.1,
5316,18/10/2004,,9.2,
5317,18/10/2004,,20.8,
5318,18/10/2004,,26.8,
5319,18/10/2004,,17.7,
5320,18/10/2004,,14.2,
5321,18/10/2004,,16.8,
5322,18/10/2004,,16.0,
5323,18/10/2004,,19.9,
5324,18/10/2004,,18.5,
5325,18/10/2004,,21.4,
5326,18/10/2004,,22.8,
5327,18/10/2004,,36.5,
5328,18/10/2004,,38.8,
5329,18/10/2004,,32.3,
5330,18/10/2004,,29.3,
5331,18/10/2004,,14.2,
5332,18/10/2004,,8.0,
5333,18/10/2004,,7.4,
5334,19/10/2004,,7.2,
5335,19/10/2004,,8.0,
5336,19/10/2004,,6.5,
5337,19/10/2004,,5.2,
5338,19/10/2004,,5.6,
5339,19/10/2004,,7.0,
5340,19/10/2004,,11.5,
5341,19/10/2004,,21.7,
5342,19/10/2004,,37.9,
5343,19/10/2004,,30.1,
5344,19/10/2004,,24.5,
5345,19/10/2004,,25.2,
5346,19/10/2004,,26.5,
5347,19/10/2004,,19.6,
5348,19/10/2004,,13.4,
5349,19/10/2004,,15.3,
5350,19/10/2004,,15.1,
5351,19/10/2004,,21.1,
5352,19/10/2004,,23.6,
5353,19/10/2004,,25.7,
5354,19/10/2004,,27.2,
5355,19/10/2004,,24.4,
5356,19/10/2004,,20.3,
5357,19/10/2004,,14.8,
5358,20/10/2004,,12.8,
5359,20/10/2004,,10.0,
5360,20/10/2004,,9.3,
5361,20/10/2004,,9.3,
5362,20/10/2004,,8.8,
5363,20/10/2004,,10.2,
5364,20/10/2004,,13.1,
5365,20/10/2004,,26.1,
5366,20/10/2004,,37.9,
5367,20/10/2004,,26.2,
5368,20/10/2004,,23.1,
5369,20/10/2004,,26.0,
5370,20/10/2004,,28.1,
5371,20/10/2004,,28.0,
5372,20/10/2004,,24.6,
5373,20/10/2004,,22.4,
5374,20/10/2004,4.7,30.9,167.0
5375,20/10/2004,8.0,43.7,194.0
5376,20/10/2004,7.7,40.0,172.0
5377,20/10/2004,6.8,35.9,134.0
5378,20/10/2004,6.0,30.1,130.0
5379,20/10/2004,4.7,22.3,113.0
5380,20/10/2004,3.4,17.7,99.0
5381,20/10/2004,3.9,19.5,109.0
5382,21/10/2004,4.4,22.3,105.0
5383,21/10/2004,3.3,15.4,91.0
5384,21/10/2004,2.0,9.3,77.0
5385,21/10/2004,1.5,6.0,
5386,21/10/2004,,6.6,59.0
5387,21/10/2004,0.8,5.1,60.0
5388,21/10/2004,1.3,8.8,72.0
5389,21/10/2004,2.7,16.6,83.0
5390,21/10/2004,3.6,24.3,104.0
5391,21/10/2004,3.6,20.6,119.0
5392,21/10/2004,2.6,15.6,105.0
5393,21/10/2004,2.0,12.2,91.0
5394,21/10/2004,3.3,17.7,103.0
5395,21/10/2004,2.6,14.8,
5396,21/10/2004,2.1,15.0,111.0
5397,21/10/2004,2.9,16.7,101.0
5398,21/10/2004,3.0,17.7,102.0
5399,21/10/2004,3.2,20.9,101.0
5400,21/10/2004,4.4,28.7,118.0
5401,21/10/2004,6.0,34.8,120.0
5402,21/10/2004,5.0,27.5,107.0
5403,21/10/2004,4.3,24.9,104.0
5404,21/10/2004,4.3,24.2,91.0
5405,21/10/2004,4.2,22.2,91.0
5406,22/10/2004,2.2,13.2,74.0
5407,22/10/2004,1.3,7.9,63.0
5408,22/10/2004,1.0,5.9,57.0
5409,22/10/2004,0.7,4.1,
5410,22/10/2004,,4.6,48.0
5411,22/10/2004,0.9,5.8,49.0
5412,22/10/2004,1.0,6.5,55.0
5413,22/10/2004,2.8,19.5,78.0
5414,22/10/2004,4.1,28.0,91.0
5415,22/10/2004,2.9,18.7,88.0
5416,22/10/2004,2.7,18.3,83.0
5417,22/10/2004,2.1,14.3,81.0
5418,22/10/2004,2.4,16.5,83.0
5419,22/10/2004,3.8,22.9,111.0
5420,22/10/2004,3.7,22.3,112.0
5421,22/10/2004,3.7,22.0,112.0
5422,22/10/2004,5.5,27.7,137.0
5423,22/10/2004,5.4,29.8,152.0
5424,22/10/2004,8.4,40.0,163.0
5425,22/10/2004,6.8,35.1,135.0
5426,22/10/2004,4.5,25.5,119.0
5427,22/10/2004,2.5,13.7,91.0
5428,22/10/2004,1.6,9.7,74.0
5429,22/10/2004,1.7,9.8,73.0
5430,23/10/2004,1.7,10.1,71.0
5431,23/10/2004,1.1,6.0,57.0
5432,23/10/2004,1.0,6.0,51.0
5433,23/10/2004,0.8,4.6,
5434,23/10/2004,,4.0,42.0
5435,23/10/2004,0.7,4.6,43.0
5436,23/10/2004,1.2,7.6,52.0
5437,23/10/2004,2.3,13.6,65.0
5438,23/10/2004,3.0,16.0,69.0
5439,23/10/2004,3.3,18.9,91.0
5440,23/10/2004,2.8,15.7,92.0
5441,23/10/2004,3.0,16.2,102.0
5442,23/10/2004,3.4,19.4,118.0
5443,23/10/2004,3.0,16.9,111.0
5444,23/10/2004,2.3,12.5,101.0
5445,23/10/2004,3.1,15.8,119.0
5446,23/10/2004,3.0,16.0,115.0
5447,23/10/2004,3.3,16.3,120.0
5448,23/10/2004,4.0,21.0,115.0
5449,23/10/2004,4.6,23.1,118.0
5450,23/10/2004,4.1,17.7,117.0
5451,23/10/2004,2.3,12.2,96.0
5452,23/10/2004,2.6,14.6,89.0
5453,23/10/2004,2.6,13.1,84.0
5454,24/10/2004,2.9,15.5,97.0
5455,24/10/2004,2.1,11.8,68.0
5456,24/10/2004,2.1,10.9,66.0
5457,24/10/2004,1.5,8.4,
5458,24/10/2004,,7.0,51.0
5459,24/10/2004,1.4,8.6,48.0
5460,24/10/2004,1.2,7.5,47.0
5461,24/10/2004,1.5,8.1,48.0
5462,24/10/2004,0.9,4.8,45.0
5463,24/10/2004,1.4,7.8,59.0
5464,24/10/2004,2.1,9.7,84.0
5465,24/10/2004,1.6,8.4,72.0
5466,24/10/2004,1.5,7.6,68.0
5467,24/10/2004,1.1,5.9,52.0
5468,24/10/2004,1.4,7.4,70.0
5469,24/10/2004,2.0,10.1,90.0
5470,24/10/2004,2.0,9.7,87.0
5471,24/10/2004,2.5,11.8,99.0
5472,24/10/2004,4.3,20.3,128.0
5473,24/10/2004,5.2,24.3,127.0
5474,24/10/2004,3.4,15.6,99.0
5475,24/10/2004,1.3,7.3,72.0
5476,24/10/2004,1.2,7.1,62.0
5477,24/10/2004,1.7,9.0,62.0
5478,25/10/2004,1.7,8.9,63.0
5479,25/10/2004,1.4,7.2,56.0
5480,25/10/2004,0.9,4.4,44.0
5481,25/10/2004,0.7,4.1,
5482,25/10/2004,,4.3,37.0
5483,25/10/2004,0.9,5.9,48.0
5484,25/10/2004,1.2,7.2,59.0
5485,25/10/2004,3.2,18.5,77.0
5486,25/10/2004,4.4,25.0,88.0
5487,25/10/2004,3.5,18.8,111.0
5488,25/10/2004,3.2,19.5,114.0
5489,25/10/2004,3.0,18.2,108.0
5490,25/10/2004,3.5,20.0,111.0
5491,25/10/2004,4.0,24.8,126.0
5492,25/10/2004,3.8,23.1,117.0
5493,25/10/2004,4.2,25.5,119.0
5494,25/10/2004,5.0,32.0,125.0
5495,25/10/2004,7.9,46.3,158.0
5496,25/10/2004,8.4,44.5,149.0
5497,25/10/2004,8.0,41.0,136.0
5498,25/10/2004,6.4,32.5,112.0
5499,25/10/2004,3.5,19.1,87.0
5500,25/10/2004,3.5,19.6,82.0
5501,25/10/2004,1.9,10.7,67.0
5502,26/10/2004,2.2,12.2,68.0
5503,26/10/2004,1.6,8.0,60.0
5504,26/10/2004,1.0,5.5,48.0
5505,26/10/2004,1.0,5.5,
5506,26/10/2004,,4.3,42.0
5507,26/10/2004,0.9,5.9,46.0
5508,26/10/2004,1.4,8.6,54.0
5509,26/10/2004,3.0,18.7,82.0
5510,26/10/2004,4.5,25.0,93.0
5511,26/10/2004,3.8,19.6,95.0
5512,26/10/2004,3.4,20.8,120.0
5513,26/10/2004,3.5,20.1,132.0
5514,26/10/2004,4.4,26.7,146.0
5515,26/10/2004,4.0,23.6,157.0
5516,26/10/2004,4.5,26.4,158.0
5517,26/10/2004,5.3,30.9,175.0
5518,26/10/2004,5.8,32.8,166.0
5519,26/10/2004,8.4,45.9,187.0
5520,26/10/2004,9.5,52.1,180.0
5521,26/10/2004,6.2,36.6,134.0
5522,26/10/2004,5.0,24.0,127.0
5523,26/10/2004,2.1,9.8,95.0
5524,26/10/2004,1.4,7.9,79.0
5525,26/10/2004,1.6,7.5,78.0
5526,27/10/2004,2.0,9.2,80.0
5527,27/10/2004,1.2,5.7,67.0
5528,27/10/2004,0.8,4.4,61.0
5529,27/10/2004,0.6,3.9,
5530,27/10/2004,,3.1,51.0
5531,27/10/2004,0.7,5.1,56.0
5532,27/10/2004,1.7,10.5,68.0
5533,27/10/2004,3.4,20.6,101.0
5534,27/10/2004,4.9,28.5,119.0
5535,27/10/2004,2.7,12.7,108.0
5536,27/10/2004,3.2,16.1,132.0
5537,27/10/2004,2.7,14.9,130.0
5538,27/10/2004,3.2,16.8,129.0
5539,27/10/2004,4.1,21.8,117.0
5540,27/10/2004,3.6,18.6,119.0
5541,27/10/2004,2.8,14.5,113.0
5542,27/10/2004,2.1,13.4,102.0
5543,27/10/2004,2.4,15.8,101.0
5544,27/10/2004,3.6,20.7,116.0
5545,27/10/2004,2.6,16.6,101.0
5546,27/10/2004,2.8,15.3,94.0
5547,27/10/2004,1.4,8.0,75.0
5548,27/10/2004,1.1,5.8,69.0
5549,27/10/2004,1.3,7.0,60.0
5550,28/10/2004,0.9,4.5,58.0
5551,28/10/2004,1.0,5.2,51.0
5552,28/10/2004,0.9,4.4,45.0
5553,28/10/2004,0.7,4.2,
5554,28/10/2004,,3.8,41.0
5555,28/10/2004,0.8,5.2,48.0
5556,28/10/2004,1.6,10.0,61.0
5557,28/10/2004,3.4,20.0,88.0
5558,28/10/2004,4.4,25.8,102.0
5559,28/10/2004,3.5,20.0,97.0
5560,28/10/2004,3.4,20.6,116.0
5561,28/10/2004,2.4,12.2,112.0
5562,28/10/2004,2.3,13.1,101.0
5563,28/10/2004,2.6,14.5,99.0
5564,28/10/2004,2.9,17.5,113.0
5565,28/10/2004,4.4,25.9,122.0
5566,28/10/2004,5.0,26.6,139.0
5567,28/10/2004,6.5,35.3,149.0
5568,28/10/2004,5.9,28.2,136.0
5569,28/10/2004,2.7,14.2,103.0
5570,28/10/2004,2.5,12.4,112.0
5571,28/10/2004,1.5,6.6,88.0
5572,28/10/2004,1.0,4.8,63.0
5573,28/10/2004,1.2,5.4,69.0
5574,29/10/2004,1.0,4.3,65.0
5575,29/10/2004,0.8,2.9,50.0
5576,29/10/2004,0.6,2.5,43.0
5577,29/10/2004,0.6,2.2,
5578,29/10/2004,,2.7,56.0
5579,29/10/2004,1.1,6.1,69.0
5580,29/10/2004,1.3,7.7,91.0
5581,29/10/2004,2.9,15.9,111.0
5582,29/10/2004,3.7,22.8,124.0
5583,29/10/2004,3.0,16.6,119.0
5584,29/10/2004,1.4,8.4,77.0
5585,29/10/2004,2.6,13.9,101.0
5586,29/10/2004,4.2,24.9,116.0
5587,29/10/2004,5.1,22.4,137.0
5588,29/10/2004,5.5,26.1,163.0
5589,29/10/2004,4.5,18.1,144.0
5590,29/10/2004,2.7,13.9,118.0
5591,29/10/2004,3.1,18.5,135.0
5592,29/10/2004,4.2,20.9,129.0
5593,29/10/2004,3.1,12.9,128.0
5594,29/10/2004,1.7,6.7,103.0
5595,29/10/2004,1.8,7.0,116.0
5596,29/10/2004,1.7,7.3,95.0
5597,29/10/2004,2.1,9.1,107.0
5598,30/10/2004,2.4,9.9,108.0
5599,30/10/2004,1.8,6.9,94.0
5600,30/10/2004,1.5,6.5,84.0
5601,30/10/2004,1.4,5.9,
5602,30/10/2004,,5.4,72.0
5603,30/10/2004,1.0,5.4,76.0
5604,30/10/2004,1.4,7.8,82.0
5605,30/10/2004,2.4,13.6,94.0
5606,30/10/2004,3.1,15.4,102.0
5607,30/10/2004,3.0,14.4,106.0
5608,30/10/2004,2.7,14.3,108.0
5609,30/10/2004,4.0,20.3,152.0
5610,30/10/2004,3.7,18.7,160.0
5611,30/10/2004,3.4,17.3,133.0
5612,30/10/2004,3.4,16.9,147.0
5613,30/10/2004,3.2,16.4,135.0
5614,30/10/2004,3.9,19.1,135.0
5615,30/10/2004,3.7,18.7,129.0
5616,30/10/2004,4.3,22.4,117.0
5617,30/10/2004,4.9,25.3,116.0
5618,30/10/2004,4.0,17.7,109.0
5619,30/10/2004,2.8,13.8,96.0
5620,30/10/2004,2.4,10.2,90.0
5621,30/10/2004,1.9,8.6,82.0
5622,31/10/2004,2.0,7.9,86.0
5623,31/10/2004,1.5,5.7,72.0
5624,31/10/2004,1.3,6.4,61.0
5625,31/10/2004,1.0,4.6,
5626,31/10/2004,,2.7,45.0
5627,31/10/2004,0.5,2.1,37.0
5628,31/10/2004,0.4,1.2,31.0
5629,31/10/2004,0.4,1.4,30.0
5630,31/10/2004,0.9,4.6,41.0
5631,31/10/2004,1.3,5.7,64.0
5632,31/10/2004,2.1,10.6,74.0
5633,31/10/2004,2.4,11.0,77.0
5634,31/10/2004,2.0,8.6,83.0
5635,31/10/2004,1.8,8.8,71.0
5636,31/10/2004,1.5,7.5,62.0
5637,31/10/2004,1.6,11.6,62.0
5638,31/10/2004,2.2,10.1,79.0
5639,31/10/2004,2.3,10.8,93.0
5640,31/10/2004,6.6,30.3,106.0
5641,31/10/2004,4.7,22.4,100.0
5642,31/10/2004,4.1,20.6,89.0
5643,31/10/2004,4.1,17.5,83.0
5644,31/10/2004,2.7,13.9,76.0
5645,31/10/2004,2.6,13.6,68.0
5646,01/11/2004,3.2,15.9,69.0
5647,01/11/2004,3.7,17.8,77.0
5648,01/11/2004,3.5,16.7,68.0
5649,01/11/2004,3.0,16.0,
5650,01/11/2004,,16.9,52.0
5651,01/11/2004,2.7,15.0,49.0
5652,01/11/2004,1.8,9.6,45.0
5653,01/11/2004,1.3,7.8,51.0
5654,01/11/2004,1.5,8.7,51.0
5655,01/11/2004,1.9,9.8,62.0
5656,01/11/2004,2.2,12.4,74.0
5657,01/11/2004,2.6,13.9,88.0
5658,01/11/2004,2.7,12.5,90.0
5659,01/11/2004,2.5,10.9,91.0
5660,01/11/2004,1.5,6.5,64.0
5661,01/11/2004,2.0,9.4,72.0
5662,01/11/2004,3.1,15.3,88.0
5663,01/11/2004,3.7,16.4,110.0
5664,01/11/2004,4.0,19.8,95.0
5665,01/11/2004,4.1,15.8,91.0
5666,01/11/2004,3.1,14.5,94.0
5667,01/11/2004,3.2,14.7,86.0
5668,01/11/2004,3.2,15.3,79.0
5669,01/11/2004,2.7,13.0,71.0
5670,02/11/2004,2.3,10.5,62.0
5671,02/11/2004,1.6,7.6,56.0
5672,02/11/2004,1.1,4.8,49.0
5673,02/11/2004,0.7,3.1,
5674,02/11/2004,,2.6,38.0
5675,02/11/2004,0.6,2.7,35.0
5676,02/11/2004,0.5,3.0,37.0
5677,02/11/2004,1.5,8.7,56.0
5678,02/11/2004,3.4,20.7,85.0
5679,02/11/2004,4.4,25.2,112.0
5680,02/11/2004,4.4,23.6,107.0
5681,02/11/2004,5.8,32.9,151.0
5682,02/11/2004,4.9,25.6,151.0
5683,02/11/2004,5.1,31.2,150.0
5684,02/11/2004,7.5,37.9,190.0
5685,02/11/2004,5.8,32.3,168.0
5686,02/11/2004,5.9,31.5,127.0
5687,02/11/2004,6.8,38.0,140.0
5688,02/11/2004,7.9,44.1,158.0
5689,02/11/2004,8.0,44.9,121.0
5690,02/11/2004,9.2,48.2,119.0
5691,02/11/2004,5.9,29.1,96.0
5692,02/11/2004,3.7,19.1,77.0
5693,02/11/2004,2.6,13.9,66.0
5694,03/11/2004,1.1,6.8,56.0
5695,03/11/2004,2.6,13.2,62.0
5696,03/11/2004,2.2,10.7,58.0
5697,03/11/2004,0.9,4.1,
5698,03/11/2004,,2.9,37.0
5699,03/11/2004,0.5,2.7,35.0
5700,03/11/2004,0.7,4.3,50.0
5701,03/11/2004,1.3,8.0,64.0
5702,03/11/2004,2.2,15.5,75.0
5703,03/11/2004,3.7,23.8,101.0
5704,03/11/2004,3.7,21.0,94.0
5705,03/11/2004,3.4,19.3,95.0
5706,03/11/2004,3.4,19.7,124.0
5707,03/11/2004,2.6,13.2,86.0
5708,03/11/2004,2.5,13.0,79.0
5709,03/11/2004,2.5,12.9,87.0
5710,03/11/2004,2.7,15.1,94.0
5711,03/11/2004,3.2,16.3,107.0
5712,03/11/2004,3.7,20.5,107.0
5713,03/11/2004,4.6,24.4,117.0
5714,03/11/2004,3.3,18.7,97.0
5715,03/11/2004,2.4,12.7,90.0
5716,03/11/2004,2.8,15.6,86.0
5717,03/11/2004,2.7,14.2,77.0
5718,04/11/2004,1.8,9.9,66.0
5719,04/11/2004,1.1,6.3,57.0
5720,04/11/2004,1.2,5.2,55.0
5721,04/11/2004,0.8,4.2,
5722,04/11/2004,0.6,2.9,40.0
5723,04/11/2004,0.5,2.6,40.0
