,T,RH,AH,Value,Type
7666,5.8,59.5,0.5519,1237.0,Tungsten Oxide(NOx)
7667,6.6,51.3,0.5026,1421.0,Tungsten Oxide(NOx)
7668,7.0,47.2,0.4745,1296.0,Tungsten Oxide(NOx)
7669,6.6,47.9,0.4686,1028.0,Tungsten Oxide(NOx)
7670,7.2,49.8,0.5061,688.0,Tungsten Oxide(NOx)
7671,6.9,52.8,0.5293,682.0,Tungsten Oxide(NOx)
7672,8.7,46.7,0.5249,797.0,Tungsten Oxide(NOx)
7673,10.0,40.6,0.4971,844.0,Tungsten Oxide(NOx)
7674,11.8,35.4,0.4877,852.0,Tungsten Oxide(NOx)
7675,10.7,37.2,0.4788,829.0,Tungsten Oxide(NOx)
7677,10.7,33.1,0.4256,759.0,Tungsten Oxide(NOx)
7678,10.6,34.2,0.4375,787.0,Tungsten Oxide(NOx)
7679,8.9,38.1,0.4341,780.0,Tungsten Oxide(NOx)
7680,7.8,39.7,0.4206,715.0,Tungsten Oxide(NOx)
7681,7.3,42.2,0.4341,740.0,Tungsten Oxide(NOx)
7682,6.9,42.5,0.4257,795.0,Tungsten Oxide(NOx)
7683,6.6,43.2,0.4247,970.0,Tungsten Oxide(NOx)
7684,6.4,41.7,0.4034,1183.0,Tungsten Oxide(NOx)
7685,6.1,42.6,0.4041,1250.0,Tungsten Oxide(NOx)
7686,5.9,41.8,0.3928,1306.0,Tungsten Oxide(NOx)
7687,5.7,41.5,0.3836,1447.0,Tungsten Oxide(NOx)
7688,5.5,42.4,0.3867,1583.0,Tungsten Oxide(NOx)
7690,4.3,51.6,0.4323,1696.0,Tungsten Oxide(NOx)
7691,3.7,56.3,0.453,1785.0,Tungsten Oxide(NOx)
7692,3.3,58.1,0.4559,1745.0,Tungsten Oxide(NOx)
7693,3.9,47.3,0.3862,1556.0,Tungsten Oxide(NOx)
7694,4.3,45.9,0.3843,1068.0,Tungsten Oxide(NOx)
7695,4.2,50.1,0.4168,853.0,Tungsten Oxide(NOx)
7696,3.4,62.7,0.4943,856.0,Tungsten Oxide(NOx)
7697,5.0,51.4,0.4534,935.0,Tungsten Oxide(NOx)
7698,5.7,44.1,0.4063,968.0,Tungsten Oxide(NOx)
7699,5.2,44.5,0.3968,972.0,Tungsten Oxide(NOx)
7700,4.7,48.6,0.4194,932.0,Tungsten Oxide(NOx)
7701,4.5,51.0,0.4327,980.0,Tungsten Oxide(NOx)
7702,5.1,50.1,0.4432,966.0,Tungsten Oxide(NOx)
7703,5.0,50.4,0.443,928.0,Tungsten Oxide(NOx)
7704,4.3,56.4,0.4721,858.0,Tungsten Oxide(NOx)
7705,4.3,56.7,0.476,813.0,Tungsten Oxide(NOx)
7706,4.3,57.0,0.4771,790.0,Tungsten Oxide(NOx)
7707,3.5,60.3,0.4782,990.0,Tungsten Oxide(NOx)
7708,4.1,52.5,0.4351,1071.0,Tungsten Oxide(NOx)
7709,3.9,50.6,0.4127,1194.0,Tungsten Oxide(NOx)
7710,3.9,47.7,0.3901,1285.0,Tungsten Oxide(NOx)
7711,4.0,47.8,0.3939,1346.0,Tungsten Oxide(NOx)
7712,3.9,50.9,0.4144,1532.0,Tungsten Oxide(NOx)
7714,3.3,52.8,0.4137,1775.0,Tungsten Oxide(NOx)
7715,2.7,53.9,0.4062,1881.0,Tungsten Oxide(NOx)
7716,2.8,54.4,0.411,1646.0,Tungsten Oxide(NOx)
7717,3.6,49.0,0.3915,1310.0,Tungsten Oxide(NOx)
7718,3.3,50.2,0.3934,1043.0,Tungsten Oxide(NOx)
7719,3.5,47.5,0.3778,902.0,Tungsten Oxide(NOx)
7720,4.3,49.4,0.4136,1022.0,Tungsten Oxide(NOx)
7721,4.5,48.4,0.4131,1007.0,Tungsten Oxide(NOx)
7722,4.3,50.0,0.4199,1053.0,Tungsten Oxide(NOx)
7723,4.3,49.7,0.4166,993.0,Tungsten Oxide(NOx)
7724,4.9,45.3,0.3955,891.0,Tungsten Oxide(NOx)
7725,5.6,42.4,0.3884,987.0,Tungsten Oxide(NOx)
7726,5.7,43.1,0.3984,924.0,Tungsten Oxide(NOx)
7727,4.8,49.7,0.4305,912.0,Tungsten Oxide(NOx)
7728,5.1,43.0,0.3821,752.0,Tungsten Oxide(NOx)
7729,5.3,44.4,0.397,729.0,Tungsten Oxide(NOx)
7730,4.9,47.9,0.418,763.0,Tungsten Oxide(NOx)
7731,4.7,50.8,0.4398,794.0,Tungsten Oxide(NOx)
7732,4.6,54.8,0.4704,966.0,Tungsten Oxide(NOx)
7733,4.0,56.8,0.4688,986.0,Tungsten Oxide(NOx)
7734,4.2,46.8,0.39,1009.0,Tungsten Oxide(NOx)
7735,4.5,42.0,0.3571,1059.0,Tungsten Oxide(NOx)
7736,4.1,42.1,0.3487,1025.0,Tungsten Oxide(NOx)
7738,4.4,42.2,0.3571,1481.0,Tungsten Oxide(NOx)
7739,4.1,45.9,0.3804,1531.0,Tungsten Oxide(NOx)
7740,4.3,42.5,0.3556,1313.0,Tungsten Oxide(NOx)
7741,4.6,38.1,0.3267,1198.0,Tungsten Oxide(NOx)
7742,4.6,39.4,0.3367,822.0,Tungsten Oxide(NOx)
7743,4.8,41.9,0.3634,739.0,Tungsten Oxide(NOx)
7744,5.9,40.2,0.376,839.0,Tungsten Oxide(NOx)
7745,7.0,38.4,0.3861,961.0,Tungsten Oxide(NOx)
7746,6.6,40.2,0.3944,1009.0,Tungsten Oxide(NOx)
7747,6.6,41.2,0.4046,930.0,Tungsten Oxide(NOx)
7748,7.3,36.8,0.3779,900.0,Tungsten Oxide(NOx)
7749,7.3,35.0,0.3584,921.0,Tungsten Oxide(NOx)
7750,7.0,33.5,0.3367,924.0,Tungsten Oxide(NOx)
7751,6.5,32.4,0.3155,913.0,Tungsten Oxide(NOx)
7752,5.7,33.9,0.3131,819.0,Tungsten Oxide(NOx)
7753,5.0,36.1,0.3178,750.0,Tungsten Oxide(NOx)
7754,4.7,38.3,0.3306,717.0,Tungsten Oxide(NOx)
7755,4.5,39.9,0.339,863.0,Tungsten Oxide(NOx)
7756,4.3,41.1,0.3451,995.0,Tungsten Oxide(NOx)
7757,4.0,43.1,0.3551,953.0,Tungsten Oxide(NOx)
7758,3.7,46.0,0.3701,999.0,Tungsten Oxide(NOx)
7759,3.3,47.4,0.3716,1075.0,Tungsten Oxide(NOx)
7760,3.0,49.1,0.3774,1120.0,Tungsten Oxide(NOx)
7762,3.6,48.0,0.3835,1158.0,Tungsten Oxide(NOx)
7763,4.0,47.8,0.3919,1282.0,Tungsten Oxide(NOx)
7764,4.1,48.1,0.3975,1159.0,Tungsten Oxide(NOx)
7765,4.1,47.4,0.3926,1138.0,Tungsten Oxide(NOx)
7766,4.2,48.7,0.4073,827.0,Tungsten Oxide(NOx)
7767,4.1,49.8,0.4117,742.0,Tungsten Oxide(NOx)
7768,4.3,48.4,0.4043,822.0,Tungsten Oxide(NOx)
7769,4.6,49.7,0.4271,838.0,Tungsten Oxide(NOx)
7770,4.5,49.6,0.421,842.0,Tungsten Oxide(NOx)
7771,4.4,48.4,0.4087,871.0,Tungsten Oxide(NOx)
7772,4.7,47.2,0.4075,793.0,Tungsten Oxide(NOx)
7773,4.2,49.5,0.4118,888.0,Tungsten Oxide(NOx)
7774,3.4,50.7,0.3991,949.0,Tungsten Oxide(NOx)
7784,1.9,49.7,0.3528,1306.0,Tungsten Oxide(NOx)
7786,1.4,53.8,0.3687,1460.0,Tungsten Oxide(NOx)
7787,1.0,54.7,0.3657,1494.0,Tungsten Oxide(NOx)
7788,1.4,52.3,0.3591,1473.0,Tungsten Oxide(NOx)
7789,1.6,51.0,0.3561,1324.0,Tungsten Oxide(NOx)
7790,1.4,53.1,0.3642,1163.0,Tungsten Oxide(NOx)
7791,1.7,54.1,0.3785,1022.0,Tungsten Oxide(NOx)
7792,2.5,51.0,0.3778,1027.0,Tungsten Oxide(NOx)
7793,2.9,48.7,0.3706,1025.0,Tungsten Oxide(NOx)
7794,3.6,45.8,0.3674,1051.0,Tungsten Oxide(NOx)
7795,3.1,48.1,0.3722,1027.0,Tungsten Oxide(NOx)
7796,3.4,46.6,0.3668,987.0,Tungsten Oxide(NOx)
7797,3.7,45.8,0.3697,1071.0,Tungsten Oxide(NOx)
7798,4.4,43.7,0.3688,1049.0,Tungsten Oxide(NOx)
7799,4.0,44.9,0.3689,998.0,Tungsten Oxide(NOx)
7800,3.3,46.8,0.3671,980.0,Tungsten Oxide(NOx)
7801,3.1,48.1,0.3707,981.0,Tungsten Oxide(NOx)
7802,2.8,49.0,0.37,960.0,Tungsten Oxide(NOx)
7803,3.1,47.4,0.3661,983.0,Tungsten Oxide(NOx)
7804,2.9,49.0,0.3725,1102.0,Tungsten Oxide(NOx)
7805,2.8,49.1,0.3726,1136.0,Tungsten Oxide(NOx)
7806,2.9,49.7,0.3782,1051.0,Tungsten Oxide(NOx)
7807,3.8,46.5,0.3762,1023.0,Tungsten Oxide(NOx)
7808,3.2,46.9,0.3658,1107.0,Tungsten Oxide(NOx)
7810,3.1,44.8,0.3473,1097.0,Tungsten Oxide(NOx)
7811,3.1,44.4,0.342,1322.0,Tungsten Oxide(NOx)
7812,3.0,43.4,0.3337,1374.0,Tungsten Oxide(NOx)
7813,2.8,43.8,0.3308,1439.0,Tungsten Oxide(NOx)
7814,2.7,43.2,0.3259,1358.0,Tungsten Oxide(NOx)
7815,3.3,42.3,0.3299,1202.0,Tungsten Oxide(NOx)
7816,4.6,39.0,0.333,1148.0,Tungsten Oxide(NOx)
7817,5.6,37.5,0.3426,1126.0,Tungsten Oxide(NOx)
7818,7.2,34.2,0.3488,1097.0,Tungsten Oxide(NOx)
7819,6.9,35.6,0.3561,1128.0,Tungsten Oxide(NOx)
7820,8.2,30.1,0.3281,1133.0,Tungsten Oxide(NOx)
7821,7.6,27.9,0.2927,1176.0,Tungsten Oxide(NOx)
7822,7.9,25.9,0.2774,1151.0,Tungsten Oxide(NOx)
7823,7.8,28.3,0.3017,1062.0,Tungsten Oxide(NOx)
7824,6.3,28.8,0.2772,1120.0,Tungsten Oxide(NOx)
7825,5.4,30.1,0.2726,1077.0,Tungsten Oxide(NOx)
7826,5.0,31.1,0.273,972.0,Tungsten Oxide(NOx)
7827,4.6,33.8,0.2898,965.0,Tungsten Oxide(NOx)
7828,4.3,36.6,0.3064,1095.0,Tungsten Oxide(NOx)
7829,4.0,39.0,0.3203,996.0,Tungsten Oxide(NOx)
7830,2.9,42.8,0.3276,901.0,Tungsten Oxide(NOx)
7831,3.4,38.9,0.3076,987.0,Tungsten Oxide(NOx)
7832,4.0,36.4,0.2982,1282.0,Tungsten Oxide(NOx)
7834,3.7,37.7,0.3024,1486.0,Tungsten Oxide(NOx)
7835,3.4,38.9,0.3075,1474.0,Tungsten Oxide(NOx)
7836,3.7,37.5,0.3012,1363.0,Tungsten Oxide(NOx)
7837,3.7,35.2,0.2833,1164.0,Tungsten Oxide(NOx)
7838,3.7,33.9,0.2732,826.0,Tungsten Oxide(NOx)
7840,6.6,34.4,0.3359,602.0,Tungsten Oxide(NOx)
7841,10.0,22.4,0.2753,683.0,Tungsten Oxide(NOx)
7842,11.9,18.6,0.2581,683.0,Tungsten Oxide(NOx)
7843,12.5,17.2,0.2477,707.0,Tungsten Oxide(NOx)
7844,13.2,17.3,0.2606,711.0,Tungsten Oxide(NOx)
7845,13.5,18.7,0.2872,643.0,Tungsten Oxide(NOx)
7846,14.1,18.2,0.2908,618.0,Tungsten Oxide(NOx)
7847,13.0,20.3,0.303,552.0,Tungsten Oxide(NOx)
7848,10.4,24.7,0.3116,488.0,Tungsten Oxide(NOx)
7849,8.6,29.8,0.3344,455.0,Tungsten Oxide(NOx)
7850,7.3,36.8,0.3771,456.0,Tungsten Oxide(NOx)
7851,6.3,39.4,0.3795,587.0,Tungsten Oxide(NOx)
7852,5.4,43.5,0.3922,737.0,Tungsten Oxide(NOx)
7853,5.1,45.6,0.4056,798.0,Tungsten Oxide(NOx)
7854,4.2,49.4,0.412,813.0,Tungsten Oxide(NOx)
7855,4.1,50.1,0.415,871.0,Tungsten Oxide(NOx)
7856,4.1,51.5,0.4263,879.0,Tungsten Oxide(NOx)
7858,2.5,64.8,0.4807,814.0,Tungsten Oxide(NOx)
7859,1.8,68.9,0.4878,795.0,Tungsten Oxide(NOx)
7860,2.0,64.9,0.4661,814.0,Tungsten Oxide(NOx)
7861,2.2,65.3,0.473,702.0,Tungsten Oxide(NOx)
7862,3.1,64.0,0.4938,492.0,Tungsten Oxide(NOx)
7863,3.7,61.7,0.4967,449.0,Tungsten Oxide(NOx)
7864,4.4,58.8,0.4979,503.0,Tungsten Oxide(NOx)
7865,5.8,54.1,0.502,466.0,Tungsten Oxide(NOx)
7866,7.3,50.8,0.5226,479.0,Tungsten Oxide(NOx)
7867,9.5,47.2,0.5589,497.0,Tungsten Oxide(NOx)
7868,11.8,44.4,0.6118,487.0,Tungsten Oxide(NOx)
7869,12.7,45.5,0.6648,506.0,Tungsten Oxide(NOx)
7870,13.5,44.8,0.6898,540.0,Tungsten Oxide(NOx)
7871,12.3,48.9,0.6967,508.0,Tungsten Oxide(NOx)
7872,10.8,40.3,0.5201,573.0,Tungsten Oxide(NOx)
7873,9.4,36.7,0.4324,559.0,Tungsten Oxide(NOx)
7874,8.3,39.5,0.4318,595.0,Tungsten Oxide(NOx)
7875,7.8,41.3,0.4389,683.0,Tungsten Oxide(NOx)
7876,7.3,43.8,0.4505,777.0,Tungsten Oxide(NOx)
7877,6.7,47.6,0.4688,805.0,Tungsten Oxide(NOx)
7878,6.6,51.2,0.5007,820.0,Tungsten Oxide(NOx)
7879,6.4,52.6,0.5074,807.0,Tungsten Oxide(NOx)
7880,5.3,57.8,0.5177,722.0,Tungsten Oxide(NOx)
7882,3.3,66.8,0.5215,764.0,Tungsten Oxide(NOx)
7883,3.7,62.9,0.5059,846.0,Tungsten Oxide(NOx)
7884,2.6,67.5,0.5034,792.0,Tungsten Oxide(NOx)
7885,3.5,60.9,0.4857,795.0,Tungsten Oxide(NOx)
7886,2.7,63.4,0.4787,566.0,Tungsten Oxide(NOx)
7887,2.8,64.2,0.4859,422.0,Tungsten Oxide(NOx)
7888,5.8,53.1,0.4942,501.0,Tungsten Oxide(NOx)
7889,9.7,40.1,0.4832,560.0,Tungsten Oxide(NOx)
7890,12.7,30.0,0.4398,577.0,Tungsten Oxide(NOx)
7891,13.7,20.7,0.3221,721.0,Tungsten Oxide(NOx)
7892,13.7,19.9,0.3114,728.0,Tungsten Oxide(NOx)
7893,14.1,18.1,0.2884,762.0,Tungsten Oxide(NOx)
7894,14.5,18.0,0.2956,759.0,Tungsten Oxide(NOx)
7895,13.2,20.4,0.3074,645.0,Tungsten Oxide(NOx)
7896,10.5,25.1,0.3194,536.0,Tungsten Oxide(NOx)
7897,8.9,31.4,0.3597,461.0,Tungsten Oxide(NOx)
7898,8.2,36.2,0.3953,436.0,Tungsten Oxide(NOx)
7899,6.7,39.6,0.3906,571.0,Tungsten Oxide(NOx)
7900,5.8,42.0,0.3904,748.0,Tungsten Oxide(NOx)
7901,4.9,45.9,0.3999,719.0,Tungsten Oxide(NOx)
7902,4.5,47.9,0.4079,793.0,Tungsten Oxide(NOx)
7903,3.9,51.6,0.4226,782.0,Tungsten Oxide(NOx)
7904,3.4,54.7,0.4323,860.0,Tungsten Oxide(NOx)
7906,2.0,60.8,0.4337,954.0,Tungsten Oxide(NOx)
7907,1.2,63.7,0.4327,916.0,Tungsten Oxide(NOx)
7908,2.1,60.3,0.4368,923.0,Tungsten Oxide(NOx)
7909,1.3,63.1,0.4322,861.0,Tungsten Oxide(NOx)
7910,1.3,64.8,0.441,534.0,Tungsten Oxide(NOx)
7911,2.1,62.2,0.4491,416.0,Tungsten Oxide(NOx)
7912,5.1,50.8,0.4499,495.0,Tungsten Oxide(NOx)
7913,8.5,39.7,0.4425,570.0,Tungsten Oxide(NOx)
7914,11.5,33.0,0.4476,643.0,Tungsten Oxide(NOx)
7915,12.2,34.3,0.4864,568.0,Tungsten Oxide(NOx)
7916,13.5,35.0,0.5396,574.0,Tungsten Oxide(NOx)
7917,14.9,34.9,0.5869,597.0,Tungsten Oxide(NOx)
7918,15.7,34.5,0.6111,612.0,Tungsten Oxide(NOx)
7919,14.7,37.2,0.618,545.0,Tungsten Oxide(NOx)
7920,12.2,44.8,0.6342,383.0,Tungsten Oxide(NOx)
7921,10.3,52.4,0.6578,393.0,Tungsten Oxide(NOx)
7922,9.3,55.5,0.6503,485.0,Tungsten Oxide(NOx)
7923,8.3,57.6,0.6304,571.0,Tungsten Oxide(NOx)
7924,6.3,65.1,0.6237,524.0,Tungsten Oxide(NOx)
7925,6.5,63.1,0.6132,645.0,Tungsten Oxide(NOx)
7926,6.0,62.7,0.589,734.0,Tungsten Oxide(NOx)
7927,5.1,65.4,0.5797,781.0,Tungsten Oxide(NOx)
7928,4.7,64.6,0.5568,887.0,Tungsten Oxide(NOx)
7930,5.0,63.5,0.5575,895.0,Tungsten Oxide(NOx)
7931,3.9,65.5,0.5367,974.0,Tungsten Oxide(NOx)
7932,1.8,74.5,0.5271,843.0,Tungsten Oxide(NOx)
7933,1.8,73.7,0.5198,714.0,Tungsten Oxide(NOx)
7934,2.3,70.9,0.5182,492.0,Tungsten Oxide(NOx)
7935,4.4,61.1,0.5176,499.0,Tungsten Oxide(NOx)
7936,7.7,49.8,0.5267,534.0,Tungsten Oxide(NOx)
7937,12.1,36.9,0.5212,558.0,Tungsten Oxide(NOx)
7938,15.0,28.5,0.4821,735.0,Tungsten Oxide(NOx)
7939,14.5,28.3,0.4665,781.0,Tungsten Oxide(NOx)
7940,12.9,31.8,0.4707,712.0,Tungsten Oxide(NOx)
7941,12.1,32.3,0.4548,792.0,Tungsten Oxide(NOx)
7942,11.3,33.5,0.4476,816.0,Tungsten Oxide(NOx)
7943,11.4,32.6,0.4373,719.0,Tungsten Oxide(NOx)
7944,9.1,37.8,0.4372,687.0,Tungsten Oxide(NOx)
7945,8.1,41.0,0.4458,639.0,Tungsten Oxide(NOx)
7946,7.7,41.9,0.4409,653.0,Tungsten Oxide(NOx)
7947,7.1,43.9,0.4433,680.0,Tungsten Oxide(NOx)
7948,6.3,45.8,0.4408,807.0,Tungsten Oxide(NOx)
7949,6.0,46.1,0.4351,843.0,Tungsten Oxide(NOx)
7950,5.5,49.0,0.4471,828.0,Tungsten Oxide(NOx)
7951,4.9,52.0,0.4548,816.0,Tungsten Oxide(NOx)
7952,4.1,54.7,0.4536,828.0,Tungsten Oxide(NOx)
7954,1.5,66.2,0.4571,703.0,Tungsten Oxide(NOx)
7955,1.0,67.7,0.4523,815.0,Tungsten Oxide(NOx)
7956,0.8,69.9,0.4591,757.0,Tungsten Oxide(NOx)
7957,1.3,67.2,0.4598,705.0,Tungsten Oxide(NOx)
7958,2.0,63.6,0.4564,614.0,Tungsten Oxide(NOx)
7959,4.1,52.7,0.4345,646.0,Tungsten Oxide(NOx)
7960,7.5,39.2,0.4091,877.0,Tungsten Oxide(NOx)
7961,9.0,34.5,0.398,932.0,Tungsten Oxide(NOx)
7962,9.2,34.5,0.4025,960.0,Tungsten Oxide(NOx)
7963,9.3,33.8,0.3981,922.0,Tungsten Oxide(NOx)
7964,9.3,33.1,0.3874,932.0,Tungsten Oxide(NOx)
7965,9.7,30.8,0.3716,991.0,Tungsten Oxide(NOx)
7966,9.6,31.1,0.3718,968.0,Tungsten Oxide(NOx)
7967,8.6,32.8,0.3669,990.0,Tungsten Oxide(NOx)
7968,7.2,35.0,0.3567,933.0,Tungsten Oxide(NOx)
7969,6.4,36.8,0.3566,846.0,Tungsten Oxide(NOx)
7970,6.0,40.2,0.3773,854.0,Tungsten Oxide(NOx)
7971,5.5,42.6,0.3874,826.0,Tungsten Oxide(NOx)
7972,4.9,43.7,0.3809,934.0,Tungsten Oxide(NOx)
7973,4.2,43.2,0.3605,869.0,Tungsten Oxide(NOx)
7974,4.0,39.2,0.3228,900.0,Tungsten Oxide(NOx)
7975,3.7,40.1,0.323,902.0,Tungsten Oxide(NOx)
7976,3.1,47.1,0.3638,854.0,Tungsten Oxide(NOx)
7978,0.8,53.8,0.3542,987.0,Tungsten Oxide(NOx)
7979,1.2,51.9,0.3515,1070.0,Tungsten Oxide(NOx)
7980,1.0,52.2,0.3489,1146.0,Tungsten Oxide(NOx)
7981,0.6,53.3,0.3467,1132.0,Tungsten Oxide(NOx)
7982,0.8,52.8,0.3468,1169.0,Tungsten Oxide(NOx)
7983,0.3,53.7,0.3424,1091.0,Tungsten Oxide(NOx)
7984,4.1,42.9,0.3551,891.0,Tungsten Oxide(NOx)
7985,8.0,33.3,0.3591,780.0,Tungsten Oxide(NOx)
7986,10.7,25.2,0.3242,886.0,Tungsten Oxide(NOx)
7987,11.1,23.5,0.3105,981.0,Tungsten Oxide(NOx)
7988,10.6,26.0,0.332,1081.0,Tungsten Oxide(NOx)
7989,10.3,27.7,0.3481,1128.0,Tungsten Oxide(NOx)
7990,10.2,28.3,0.3516,1040.0,Tungsten Oxide(NOx)
7991,9.2,29.9,0.3479,928.0,Tungsten Oxide(NOx)
7992,6.9,36.4,0.3635,1003.0,Tungsten Oxide(NOx)
7993,6.0,38.0,0.3584,891.0,Tungsten Oxide(NOx)
7994,5.8,36.4,0.3385,855.0,Tungsten Oxide(NOx)
7995,5.8,35.4,0.3286,937.0,Tungsten Oxide(NOx)
7996,5.4,36.6,0.3304,1033.0,Tungsten Oxide(NOx)
7997,5.1,37.9,0.3358,1052.0,Tungsten Oxide(NOx)
7998,4.8,38.0,0.33,1049.0,Tungsten Oxide(NOx)
7999,4.5,38.1,0.3249,1072.0,Tungsten Oxide(NOx)
8000,4.3,38.1,0.3207,1119.0,Tungsten Oxide(NOx)
8002,3.8,41.0,0.3327,1187.0,Tungsten Oxide(NOx)
8003,3.3,44.6,0.3499,1147.0,Tungsten Oxide(NOx)
8004,3.6,44.5,0.3574,1090.0,Tungsten Oxide(NOx)
8005,3.4,47.0,0.3713,980.0,Tungsten Oxide(NOx)
8006,2.9,49.5,0.3775,675.0,Tungsten Oxide(NOx)
8007,5.6,40.5,0.3704,639.0,Tungsten Oxide(NOx)
8008,7.5,33.8,0.352,720.0,Tungsten Oxide(NOx)
8009,10.8,25.2,0.3251,771.0,Tungsten Oxide(NOx)
8010,12.9,20.6,0.3045,845.0,Tungsten Oxide(NOx)
8011,12.2,21.4,0.3033,807.0,Tungsten Oxide(NOx)
8012,12.0,21.9,0.3069,842.0,Tungsten Oxide(NOx)
8013,12.2,24.0,0.3392,862.0,Tungsten Oxide(NOx)
8014,12.0,24.3,0.3393,843.0,Tungsten Oxide(NOx)
8015,10.5,27.8,0.3525,771.0,Tungsten Oxide(NOx)
8016,8.7,33.9,0.3832,740.0,Tungsten Oxide(NOx)
8017,7.8,37.6,0.4004,707.0,Tungsten Oxide(NOx)
8018,7.2,39.4,0.4032,720.0,Tungsten Oxide(NOx)
8019,7.1,39.6,0.4019,843.0,Tungsten Oxide(NOx)
8020,7.1,39.6,0.4001,980.0,Tungsten Oxide(NOx)
8021,7.2,39.3,0.4004,1028.0,Tungsten Oxide(NOx)
8022,6.9,39.6,0.3966,1045.0,Tungsten Oxide(NOx)
8023,7.0,39.8,0.4006,1129.0,Tungsten Oxide(NOx)
8024,7.1,40.5,0.409,1275.0,Tungsten Oxide(NOx)
8026,6.0,42.9,0.404,1182.0,Tungsten Oxide(NOx)
8027,6.4,42.7,0.4126,1102.0,Tungsten Oxide(NOx)
8028,6.1,43.6,0.4129,1062.0,Tungsten Oxide(NOx)
8029,5.9,45.1,0.4211,944.0,Tungsten Oxide(NOx)
8030,6.0,46.4,0.4367,658.0,Tungsten Oxide(NOx)
8031,6.6,43.7,0.4273,543.0,Tungsten Oxide(NOx)
8032,8.7,36.3,0.4074,689.0,Tungsten Oxide(NOx)
8033,10.5,33.4,0.4246,729.0,Tungsten Oxide(NOx)
8034,11.4,27.8,0.3748,727.0,Tungsten Oxide(NOx)
8035,12.7,27.4,0.4011,753.0,Tungsten Oxide(NOx)
8036,13.3,23.3,0.354,726.0,Tungsten Oxide(NOx)
8037,13.9,20.7,0.3271,858.0,Tungsten Oxide(NOx)
8038,13.6,20.0,0.3093,912.0,Tungsten Oxide(NOx)
8115,8.5,50.9,0.5664,476.0,Tungsten Oxide(NOx)
8116,8.3,53.3,0.5843,526.0,Tungsten Oxide(NOx)
8117,7.1,58.1,0.5885,530.0,Tungsten Oxide(NOx)
8118,5.8,64.3,0.5964,504.0,Tungsten Oxide(NOx)
8119,5.3,66.8,0.5979,522.0,Tungsten Oxide(NOx)
8120,5.0,66.6,0.5871,578.0,Tungsten Oxide(NOx)
8122,5.1,65.9,0.5827,709.0,Tungsten Oxide(NOx)
8123,4.1,69.0,0.5735,670.0,Tungsten Oxide(NOx)
8124,4.6,67.6,0.5778,641.0,Tungsten Oxide(NOx)
8125,5.2,65.5,0.5836,620.0,Tungsten Oxide(NOx)
8126,6.0,62.8,0.5929,562.0,Tungsten Oxide(NOx)
8127,7.1,59.3,0.6005,550.0,Tungsten Oxide(NOx)
8128,7.8,58.0,0.6136,541.0,Tungsten Oxide(NOx)
8129,9.0,54.7,0.6271,498.0,Tungsten Oxide(NOx)
8130,10.0,53.1,0.6495,477.0,Tungsten Oxide(NOx)
8131,10.8,52.0,0.6738,470.0,Tungsten Oxide(NOx)
8132,11.0,51.4,0.6746,468.0,Tungsten Oxide(NOx)
8133,11.0,51.4,0.6725,488.0,Tungsten Oxide(NOx)
8134,10.9,52.0,0.6796,475.0,Tungsten Oxide(NOx)
8135,11.1,52.0,0.6869,472.0,Tungsten Oxide(NOx)
8136,11.0,53.6,0.7033,416.0,Tungsten Oxide(NOx)
8137,11.0,55.1,0.7221,404.0,Tungsten Oxide(NOx)
8138,11.4,55.4,0.7471,389.0,Tungsten Oxide(NOx)
8139,11.1,56.9,0.7506,410.0,Tungsten Oxide(NOx)
8140,10.2,60.0,0.7461,417.0,Tungsten Oxide(NOx)
8141,10.1,59.9,0.7379,424.0,Tungsten Oxide(NOx)
8142,9.9,63.2,0.7706,443.0,Tungsten Oxide(NOx)
8143,9.4,73.4,0.8662,435.0,Tungsten Oxide(NOx)
8144,9.4,77.7,0.9203,497.0,Tungsten Oxide(NOx)
8146,8.9,81.3,0.9277,508.0,Tungsten Oxide(NOx)
8147,8.5,82.9,0.9243,515.0,Tungsten Oxide(NOx)
8148,8.3,84.0,0.9234,534.0,Tungsten Oxide(NOx)
8149,8.1,85.0,0.9221,542.0,Tungsten Oxide(NOx)
8150,8.7,83.7,0.9423,522.0,Tungsten Oxide(NOx)
8151,9.5,82.4,0.976,491.0,Tungsten Oxide(NOx)
8152,11.0,78.2,1.022,495.0,Tungsten Oxide(NOx)
8153,14.1,67.9,1.0859,533.0,Tungsten Oxide(NOx)
8154,16.3,56.6,1.0422,675.0,Tungsten Oxide(NOx)
8155,18.7,48.0,1.0259,698.0,Tungsten Oxide(NOx)
8156,19.5,39.3,0.882,666.0,Tungsten Oxide(NOx)
8157,19.9,34.1,0.782,616.0,Tungsten Oxide(NOx)
8158,19.4,32.4,0.7239,799.0,Tungsten Oxide(NOx)
8159,17.1,35.8,0.6944,789.0,Tungsten Oxide(NOx)
8160,15.5,40.7,0.7103,583.0,Tungsten Oxide(NOx)
8161,14.8,42.8,0.7182,658.0,Tungsten Oxide(NOx)
8162,13.9,43.8,0.6937,684.0,Tungsten Oxide(NOx)
8163,13.7,42.9,0.6687,881.0,Tungsten Oxide(NOx)
8164,12.5,47.8,0.6877,760.0,Tungsten Oxide(NOx)
8165,11.8,53.4,0.7366,728.0,Tungsten Oxide(NOx)
8166,10.9,55.9,0.7312,749.0,Tungsten Oxide(NOx)
